"period_type","start_date","end_date","salesman_fio","chif_fio","sales_count","sales_sum","max_overcharge_item","max_overcharge_percent"
month,2019-11-01,2019-11-30,"1019","1019",1,3569748,БСТ B35 П5 F1300 W12,194.00
month,2019-11-01,2019-11-30,"1092","1092",3,1531758,"БСТ B12,5 П3,П4",31.00
month,2019-11-01,2019-11-30,"1044","1044",1,545024,"Мелкозернистый бетон БСМ B 7,5 П3,П4",28.00
month,2019-11-01,2019-11-30,"1099","1099",4,2128605,"БСТ B22,5 П4 F1100 W6",23.00
week,2019-11-04,2019-11-10,"1099","1099",1,442323,Раствор М100 Пк3,19.00
week,2019-11-04,2019-11-10,"1061","1061",1,56436,Доставка,70.40
week,2019-11-04,2019-11-10,"1042","1042",1,2834100,"БСТ B20 П3,П4",182.00
week,2019-11-04,2019-11-10,"1072","1072",1,2887892,БСТ B40 П5 F1300 W14,138.00
week,2019-11-04,2019-11-10,"1078","1078",1,518994,"БСТ B 7,5 П3,П4",26.00
week,2019-11-04,2019-11-10,"1085","1085",1,948981,БСТ B50 П5 F1300 W18,49.00
week,2019-11-04,2019-11-10,"1055","1055",1,589133,БСТ B30 П4 F1200 W10,1.00
week,2019-11-04,2019-11-10,"1002","1002",1,3143672,БСТ B30 П4 F1150 W10,192.00
week,2019-11-04,2019-11-10,"1028","1028",1,630180,"БСТ B15 П3,П4",35.00
week,2019-11-04,2019-11-10,"1033","1033",2,982633,"Мелкозернистый бетон БСМ B25 П3,П4",7.00
week,2019-11-04,2019-11-10,"1089","1089",2,1250424,БСТ B25 П4 F1150 W8,29.00
week,2019-11-04,2019-11-10,"1045","1045",1,623822,"Мелкозернистый бетон БСМ B25 П3,П4",31.00
week,2019-11-04,2019-11-10,"1027","1027",1,58821,Формовка,65.60
week,2019-11-04,2019-11-10,"1059","1059",1,550824,"БСТ B15 П3,П4",18.00
week,2019-11-04,2019-11-10,"1043","1043",3,1256880,"БСТ B12,5 П3,П4",236.00
week,2019-11-04,2019-11-10,"1054","1054",1,541488,"БСТ B15 П3,П4",16.00
week,2019-11-04,2019-11-10,"1057","1057",2,1560696,БСТ B45 П5 F1300 W16,47.00
week,2019-11-04,2019-11-10,"1034","1034",1,567825,"БСТ B20 П3,П4",13.00
week,2019-11-04,2019-11-10,"1041","1041",1,53983,Фасовка,70.40
week,2019-11-04,2019-11-10,"1065","1065",1,3200112,БСТ B25 П4 F1200 W10,184.00
week,2019-11-04,2019-11-10,"1046","1046",2,726802,БСТ B60 П5 F1300 W20,62.00
week,2019-11-04,2019-11-10,"1004","1004",2,642512,БСТ B25 П4 F1200 W10,36.80
week,2019-11-04,2019-11-10,"1074","1074",2,1429150,БСТ B50 П5 F1300 W18,40.00
week,2019-11-04,2019-11-10,"1082","1082",1,42924,Доставка,29.60
week,2019-11-04,2019-11-10,"1048","1048",1,37673,Упаковка европалет,23.60
week,2019-11-04,2019-11-10,"1094","1094",1,577875,"БСТ B20 П3,П4",15.00
week,2019-11-04,2019-11-10,"1077","1077",1,519058,"Мелкозернистый бетон БСМ B25 П3,П4",9.00
week,2019-11-04,2019-11-10,"1030","1030",1,534072,Раствор кладочный М100 Пк3,19.00
week,2019-11-04,2019-11-10,"1070","1070",1,2325456,БСТ B30 П4 F1150 W10,116.00
week,2019-11-04,2019-11-10,"1075","1075",1,720945,БСТ B60 П5 F1300 W20,11.00
week,2019-11-04,2019-11-10,"1098","1098",2,548803,Раствор кладочный М100 Пк3,74.00
week,2019-11-04,2019-11-10,"1020","1020",1,777088,БСТ B35 П5 F1300 W12,28.00
week,2019-11-04,2019-11-10,"1086","1086",1,904398,БСТ B50 П5 F1300 W18,42.00
week,2019-11-11,2019-11-17,"1022","1022",1,694407,БСТ B30 П4 F1150 W10,29.00
week,2019-11-11,2019-11-17,"1094","1094",1,498186,"Мелкозернистый бетон БСМ B 7,5 П3,П4",17.00
week,2019-11-11,2019-11-17,"1054","1054",1,51206,Упаковка европалет,68.00
week,2019-11-11,2019-11-17,"1030","1030",1,576400,БСТ B25 П4 F1150 W8,10.00
week,2019-11-11,2019-11-17,"1085","1085",1,562056,"Мелкозернистый бетон БСМ B 7,5 П3,П4",32.00
week,2019-11-11,2019-11-17,"1038","1038",1,570572,"Мелкозернистый бетон БСМ B 7,5 П3,П4",34.00
week,2019-11-11,2019-11-17,"1032","1032",1,471468,"БСТ B15 П3,П4",1.00
week,2019-11-11,2019-11-17,"1100","1100",2,650921,"БСТ B22,5 П4 F1100 W6",42.80
week,2019-11-11,2019-11-17,"1090","1090",1,526176,"БСТ B12,5 П3,П4",12.00
week,2019-11-11,2019-11-17,"1074","1074",2,1035210,Раствор кладочный М150 Пк3,35.00
week,2019-11-11,2019-11-17,"1075","1075",1,449757,Раствор М100 Пк3,21.00
week,2019-11-11,2019-11-17,"1028","1028",1,847456,БСТ B45 П5 F1300 W16,42.00
week,2019-11-11,2019-11-17,"1077","1077",1,799712,БСТ B45 П5 F1300 W16,34.00
week,2019-11-11,2019-11-17,"1072","1072",2,1571836,БСТ B30 П4 F1150 W10,48.00
week,2019-11-11,2019-11-17,"1076","1076",2,2658384,Раствор М100 Пк3,140.00
week,2019-11-11,2019-11-17,"1037","1037",1,55075,Дегидрация,69.20
week,2019-11-11,2019-11-17,"1084","1084",1,551772,Раствор М150 Пк3,31.00
week,2019-11-11,2019-11-17,"1048","1048",1,880295,БСТ B35 П5 F1300 W12,45.00
week,2019-11-11,2019-11-17,"1079","1079",1,674140,Раствор М200 Пк3,48.00
week,2019-11-11,2019-11-17,"1055","1055",1,614514,"БСТ B22,5 П4 F1100 W6",22.00
week,2019-11-11,2019-11-17,"1027","1027",1,44919,Дегидрация,38.00
week,2019-11-11,2019-11-17,"1091","1091",1,2371800,"БСТ B20 П3,П4",136.00
week,2019-11-11,2019-11-17,"1082","1082",1,473214,"Мелкозернистый бетон БСМ B15 П3,П4",14.00
week,2019-11-11,2019-11-17,"1073","1073",1,796684,БСТ B30 П4 F1150 W10,48.00
week,2019-11-11,2019-11-17,"1019","1019",1,3569748,БСТ B35 П5 F1300 W12,194.00
week,2019-11-11,2019-11-17,"1099","1099",1,486042,"БСТ B 7,5 П3,П4",18.00
week,2019-11-11,2019-11-17,"1063","1063",1,690490,"Мелкозернистый бетон БСМ B25 П3,П4",45.00
week,2019-11-11,2019-11-17,"1070","1070",4,1725197,"Мелкозернистый бетон БСМ B15 П3,П4",42.00
week,2019-11-11,2019-11-17,"1045","1045",1,715906,БСТ B40 П5 F1300 W14,18.00
week,2019-11-11,2019-11-17,"1092","1092",1,615438,"БСТ B12,5 П3,П4",31.00
week,2019-11-18,2019-11-24,"1091","1091",1,3406472,БСТ B30 П4 F1200 W10,192.00
week,2019-11-18,2019-11-24,"1039","1039",1,508812,"БСТ B15 П3,П4",9.00
week,2019-11-18,2019-11-24,"1081","1081",1,485412,"Мелкозернистый бетон БСМ B 7,5 П3,П4",14.00
week,2019-11-18,2019-11-24,"1001","1001",1,670446,БСТ B25 П4 F1200 W10,19.00
week,2019-11-18,2019-11-24,"1086","1086",1,596120,"Мелкозернистый бетон БСМ B 7,5 П3,П4",40.00
week,2019-11-18,2019-11-24,"1070","1070",1,775789,БСТ B30 П4 F1200 W10,33.00
week,2019-11-18,2019-11-24,"1073","1073",1,517212,"Мелкозернистый бетон БСМ B22,5 П3,П4",8.00
week,2019-11-18,2019-11-24,"1029","1029",1,720084,БСТ B35 П5 F1200 W12,38.00
week,2019-11-18,2019-11-24,"1075","1075",1,2538648,"БСТ B22,5 П4 F1100 W6",152.00
week,2019-11-18,2019-11-24,"1100","1100",1,681210,"БСТ B12,5 П3,П4",45.00
week,2019-11-18,2019-11-24,"1016","1016",2,1409732,БСТ B30 П4 F1200 W10,31.00
week,2019-11-18,2019-11-24,"1094","1094",1,799121,БСТ B30 П4 F1200 W10,37.00
week,2019-11-18,2019-11-24,"1032","1032",1,550824,"БСТ B15 П3,П4",18.00
week,2019-11-18,2019-11-24,"1099","1099",1,614514,"БСТ B22,5 П4 F1100 W6",22.00
week,2019-11-18,2019-11-24,"1083","1083",1,453474,Раствор М100 Пк3,22.00
week,2019-11-18,2019-11-24,"1065","1065",1,56436,Доставка,70.40
week,2019-11-18,2019-11-24,"1063","1063",1,464912,"Мелкозернистый бетон БСМ B15 П3,П4",12.00
week,2019-11-18,2019-11-24,"1085","1085",1,3109928,БСТ B35 П5 F1200 W12,198.00
week,2019-11-18,2019-11-24,"1055","1055",3,3904815,БСТ B35 П5 F1200 W12,140.00
week,2019-11-18,2019-11-24,"1071","1071",1,44623,Упаковка европалет,46.40
week,2019-11-18,2019-11-24,"1007","1007",1,639516,"БСТ B15 П3,П4",37.00
week,2019-11-18,2019-11-24,"1045","1045",1,740439,"БСТ B22,5 П4 F1100 W6",47.00
week,2019-11-18,2019-11-24,"1074","1074",2,1386870,Пусковая смесь,6.00
week,2019-11-18,2019-11-24,"1092","1092",2,916320,"БСТ B15 П3,П4",8.00
week,2019-11-18,2019-11-24,"1023","1023",1,60100,Формовка,69.20
week,2019-11-18,2019-11-24,"1072","1072",1,610370,Раствор М200 Пк3,34.00
week,2019-11-25,2019-12-01,"1044","1044",1,545024,"Мелкозернистый бетон БСМ B 7,5 П3,П4",28.00
week,2019-11-25,2019-12-01,"1062","1062",1,468342,Раствор М100 Пк3,26.00
week,2019-11-25,2019-12-01,"1059","1059",1,613731,"БСТ B 7,5 П3,П4",49.00
week,2019-11-25,2019-12-01,"1066","1066",1,628584,"Мелкозернистый бетон БСМ B25 П3,П4",32.00
week,2019-11-25,2019-12-01,"1039","1039",1,714450,БСТ B60 П5 F1300 W20,10.00
week,2019-11-25,2019-12-01,"1073","1073",1,44116,Доставка,33.20
week,2019-11-25,2019-12-01,"1086","1086",1,685571,БСТ B40 П5 F1300 W14,13.00
week,2019-11-25,2019-12-01,"1002","1002",1,48488,Доставка,46.40
week,2019-11-25,2019-12-01,"1096","1096",1,711756,Пусковая смесь,2.00
week,2019-11-25,2019-12-01,"1007","1007",1,511632,Раствор кладочный М100 Пк3,14.00
week,2019-11-25,2019-12-01,"1087","1087",1,746000,БСТ B45 П5 F1300 W16,25.00
week,2019-11-25,2019-12-01,"1043","1043",2,1545502,Пусковая смесь,31.00
week,2019-11-25,2019-12-01,"1003","1003",1,44859,Фасовка,41.60
week,2019-11-25,2019-12-01,"1027","1027",1,2423520,Раствор кладочный М100 Пк3,170.00
week,2019-11-25,2019-12-01,"1005","1005",1,51702,Фасовка,63.20
week,2019-11-25,2019-12-01,"1047","1047",2,1207363,БСТ B25 П4 F1150 W8,46.00
week,2019-11-25,2019-12-01,"1034","1034",1,681528,"БСТ B15 П3,П4",46.00
week,2019-11-25,2019-12-01,"1042","1042",1,584258,"Мелкозернистый бетон БСМ B22,5 П3,П4",22.00
week,2019-11-25,2019-12-01,"1083","1083",1,608025,"БСТ B20 П3,П4",21.00
week,2019-11-25,2019-12-01,"1055","1055",2,756704,"Мелкозернистый бетон БСМ B25 П3,П4",59.60
month,2019-12-01,2019-12-31,"1011","1011",4,1210835,"БСТ B 7,5 П3,П4",75.20
month,2019-12-01,2019-12-31,"1042","1042",3,1548456,БСТ B25 П4 F1200 W10,144.80
month,2019-12-01,2019-12-31,"1076","1076",2,1306589,БСТ B35 П5 F1300 W12,27.00
month,2019-12-01,2019-12-31,"1001","1001",3,1783029,Раствор кладочный М100 Пк3,41.00
month,2019-12-01,2019-12-31,"1037","1037",1,636642,БСТ B25 П4 F1200 W10,13.00
month,2019-12-01,2019-12-31,"1030","1030",2,1292127,БСТ B50 П5 F1300 W18,21.00
month,2019-12-01,2019-12-31,"1047","1047",3,4116610,"Мелкозернистый бетон БСМ B25 П3,П4",200.00
month,2019-12-01,2019-12-31,"1065","1065",1,821601,БСТ B50 П5 F1300 W18,29.00
month,2019-12-01,2019-12-31,"1029","1029",3,1955387,БСТ B35 П5 F1200 W12,49.00
month,2019-12-01,2019-12-31,"1071","1071",1,638700,"Мелкозернистый бетон БСМ B 7,5 П3,П4",50.00
month,2019-12-01,2019-12-31,"1087","1087",1,636596,БСТ B35 П5 F1200 W12,22.00
month,2019-12-01,2019-12-31,"1005","1005",1,753420,БСТ B60 П5 F1300 W20,16.00
month,2019-12-01,2019-12-31,"1092","1092",1,643626,"БСТ B12,5 П3,П4",37.00
month,2019-12-01,2019-12-31,"1063","1063",3,1896560,БСТ B25 П4 F1200 W10,20.00
month,2019-12-01,2019-12-31,"1003","1003",1,686023,БСТ B35 П5 F1300 W12,13.00
month,2019-12-01,2019-12-31,"1091","1091",2,1322787,БСТ B60 П5 F1300 W20,32.00
month,2019-12-01,2019-12-31,"1096","1096",4,2846802,БСТ B45 П5 F1300 W16,36.00
month,2019-12-01,2019-12-31,"1035","1035",3,1580444,"БСТ B20 П3,П4",30.00
month,2019-12-01,2019-12-31,"1034","1034",4,2903806,Пусковая смесь,47.00
month,2019-12-01,2019-12-31,"1027","1027",1,898508,БСТ B35 П5 F1300 W12,48.00
month,2019-12-01,2019-12-31,"1085","1085",3,1148344,"БСТ B20 П3,П4",33.20
month,2019-12-01,2019-12-31,"1074","1074",2,1394367,БСТ B60 П5 F1300 W20,29.00
month,2019-12-01,2019-12-31,"1045","1045",2,4640445,БСТ B50 П5 F1300 W18,200.00
month,2019-12-01,2019-12-31,"1062","1062",4,2239989,БСТ B60 П5 F1300 W20,45.00
month,2019-12-01,2019-12-31,"1068","1068",3,1817127,БСТ B60 П5 F1300 W20,26.00
month,2019-12-01,2019-12-31,"1044","1044",1,184412,Доставка,178.40
month,2019-12-01,2019-12-31,"1064","1064",3,880163,Раствор М150 Пк3,238.40
month,2019-12-01,2019-12-31,"1066","1066",2,1303306,БСТ B35 П5 F1200 W12,48.00
month,2019-12-01,2019-12-31,"1084","1084",2,784848,БСТ B25 П4 F1200 W10,47.60
month,2019-12-01,2019-12-31,"1016","1016",2,2472147,БСТ B30 П4 F1200 W10,108.00
month,2019-12-01,2019-12-31,"1097","1097",2,658054,"Мелкозернистый бетон БСМ B25 П3,П4",50.00
month,2019-12-01,2019-12-31,"1040","1040",2,1424712,БСТ B45 П5 F1300 W16,33.00
month,2019-12-01,2019-12-31,"1054","1054",3,1630592,БСТ B30 П4 F1150 W10,34.00
month,2019-12-01,2019-12-31,"1024","1024",1,614952,Раствор М150 Пк3,46.00
month,2019-12-01,2019-12-31,"1100","1100",6,3628404,БСТ B35 П5 F1200 W12,49.00
month,2019-12-01,2019-12-31,"1081","1081",1,2040640,Раствор М200 Пк3,124.00
month,2019-12-01,2019-12-31,"1022","1022",2,1395435,"БСТ B20 П3,П4",45.00
month,2019-12-01,2019-12-31,"1072","1072",4,1961116,Пусковая смесь,41.60
month,2019-12-01,2019-12-31,"1036","1036",1,796125,БСТ B50 П5 F1300 W18,25.00
month,2019-12-01,2019-12-31,"1007","1007",4,5479932,БСТ B50 П5 F1300 W18,178.00
month,2019-12-01,2019-12-31,"1020","1020",3,1407307,БСТ B40 П5 F1300 W14,48.00
month,2019-12-01,2019-12-31,"1028","1028",1,597255,"БСТ B 7,5 П3,П4",45.00
month,2019-12-01,2019-12-31,"1079","1079",2,1200846,Раствор кладочный М100 Пк3,35.00
month,2019-12-01,2019-12-31,"1023","1023",3,5714820,БСТ B35 П5 F1300 W12,154.00
month,2019-12-01,2019-12-31,"1059","1059",3,2016836,БСТ B35 П5 F1300 W12,40.00
month,2019-12-01,2019-12-31,"1008","1008",2,1567203,БСТ B40 П5 F1300 W14,41.00
month,2019-12-01,2019-12-31,"1083","1083",2,3088008,БСТ B60 П5 F1300 W20,104.00
month,2019-12-01,2019-12-31,"1052","1052",4,1825342,"БСТ B15 П3,П4",35.00
month,2019-12-01,2019-12-31,"1082","1082",1,2589852,БСТ B30 П4 F1200 W10,122.00
month,2019-12-01,2019-12-31,"1043","1043",2,743595,"БСТ B15 П3,П4",62.00
month,2019-12-01,2019-12-31,"1015","1015",5,4264146,Раствор кладочный М150 Пк3,196.00
month,2019-12-01,2019-12-31,"1017","1017",5,4478282,"Мелкозернистый бетон БСМ B22,5 П3,П4",158.00
month,2019-12-01,2019-12-31,"1094","1094",2,1383156,Пусковая смесь,34.00
month,2019-12-01,2019-12-31,"1075","1075",1,614925,Раствор М200 Пк3,35.00
month,2019-12-01,2019-12-31,"1002","1002",2,1248670,"БСТ B22,5 П4 F1100 W6",25.00
month,2019-12-01,2019-12-31,"1032","1032",4,2379917,БСТ B50 П5 F1300 W18,41.00
month,2019-12-01,2019-12-31,"1004","1004",1,522600,"БСТ B20 П3,П4",4.00
month,2019-12-01,2019-12-31,"1055","1055",2,976906,БСТ B50 П5 F1300 W18,75.20
month,2019-12-01,2019-12-31,"1057","1057",2,1360952,БСТ B45 П5 F1300 W16,45.00
month,2019-12-01,2019-12-31,"1056","1056",2,1349969,БСТ B35 П5 F1300 W12,29.00
month,2019-12-01,2019-12-31,"1038","1038",4,2900546,БСТ B40 П5 F1300 W14,49.00
month,2019-12-01,2019-12-31,"1046","1046",1,661303,БСТ B40 П5 F1300 W14,9.00
month,2019-12-01,2019-12-31,"1061","1061",3,4720359,БСТ B30 П4 F1200 W10,196.00
month,2019-12-01,2019-12-31,"1009","1009",2,1016010,"БСТ B 7,5 П3,П4",26.00
month,2019-12-01,2019-12-31,"1077","1077",3,2269472,БСТ B60 П5 F1300 W20,41.00
month,2019-12-01,2019-12-31,"1078","1078",3,1367300,БСТ B35 П5 F1300 W12,47.00
month,2019-12-01,2019-12-31,"1006","1006",2,1190676,БСТ B25 П4 F1150 W8,23.00
month,2019-12-01,2019-12-31,"1090","1090",2,1786125,БСТ B60 П5 F1300 W20,47.00
month,2019-12-01,2019-12-31,"1073","1073",3,1947294,БСТ B50 П5 F1300 W18,35.00
week,2019-12-02,2019-12-08,"1034","1034",2,1743646,Пусковая смесь,47.00
week,2019-12-02,2019-12-08,"1009","1009",1,497016,Раствор М150 Пк3,18.00
week,2019-12-02,2019-12-08,"1042","1042",1,587928,Раствор кладочный М100 Пк3,31.00
week,2019-12-02,2019-12-08,"1064","1064",1,220300,Дегидрация,238.40
week,2019-12-02,2019-12-08,"1057","1057",1,710192,БСТ B45 П5 F1300 W16,19.00
week,2019-12-02,2019-12-08,"1030","1030",1,521478,"БСТ B12,5 П3,П4",11.00
week,2019-12-02,2019-12-08,"1078","1078",1,45239,Фасовка,42.80
week,2019-12-02,2019-12-08,"1056","1056",1,771017,БСТ B35 П5 F1300 W12,27.00
week,2019-12-02,2019-12-08,"1038","1038",2,1414443,БСТ B25 П4 F1200 W10,45.00
week,2019-12-02,2019-12-08,"1029","1029",2,1208654,БСТ B35 П5 F1200 W12,49.00
week,2019-12-02,2019-12-08,"1085","1085",2,1107745,"БСТ B20 П3,П4",23.00
week,2019-12-02,2019-12-08,"1011","1011",2,626534,"БСТ B 7,5 П3,П4",75.20
week,2019-12-02,2019-12-08,"1077","1077",1,915795,БСТ B60 П5 F1300 W20,41.00
week,2019-12-02,2019-12-08,"1084","1084",1,732420,БСТ B25 П4 F1200 W10,30.00
week,2019-12-02,2019-12-08,"1076","1076",1,535572,"БСТ B12,5 П3,П4",14.00
week,2019-12-02,2019-12-08,"1059","1059",2,1397492,БСТ B35 П5 F1300 W12,40.00
week,2019-12-02,2019-12-08,"1055","1055",2,976906,БСТ B50 П5 F1300 W18,75.20
week,2019-12-02,2019-12-08,"1001","1001",1,573930,Раствор М200 Пк3,26.00
week,2019-12-02,2019-12-08,"1079","1079",1,605880,Раствор кладочный М100 Пк3,35.00
week,2019-12-02,2019-12-08,"1068","1068",1,530712,Раствор М150 Пк3,26.00
week,2019-12-02,2019-12-08,"1032","1032",1,898029,БСТ B50 П5 F1300 W18,41.00
week,2019-12-02,2019-12-08,"1100","1100",2,1203233,Раствор М200 Пк3,37.00
week,2019-12-02,2019-12-08,"1054","1054",1,498078,Раствор М100 Пк3,34.00
week,2019-12-02,2019-12-08,"1003","1003",1,686023,БСТ B35 П5 F1300 W12,13.00
week,2019-12-02,2019-12-08,"1052","1052",2,592394,Раствор М150 Пк3,31.00
week,2019-12-02,2019-12-08,"1083","1083",1,2649960,БСТ B60 П5 F1300 W20,104.00
week,2019-12-02,2019-12-08,"1062","1062",1,646515,"Мелкозернистый бетон БСМ B22,5 П3,П4",35.00
week,2019-12-02,2019-12-08,"1047","1047",1,544960,БСТ B25 П4 F1150 W8,4.00
week,2019-12-02,2019-12-08,"1063","1063",1,638576,БСТ B45 П5 F1300 W16,7.00
week,2019-12-02,2019-12-08,"1020","1020",1,464912,"Мелкозернистый бетон БСМ B15 П3,П4",12.00
week,2019-12-02,2019-12-08,"1087","1087",1,636596,БСТ B35 П5 F1200 W12,22.00
week,2019-12-02,2019-12-08,"1072","1072",1,678258,БСТ B30 П4 F1150 W10,26.00
week,2019-12-02,2019-12-08,"1017","1017",1,622570,"Мелкозернистый бетон БСМ B22,5 П3,П4",30.00
week,2019-12-09,2019-12-15,"1017","1017",2,851938,БСТ B35 П5 F1300 W12,74.00
week,2019-12-09,2019-12-15,"1032","1032",1,513128,Раствор кладочный М150 Пк3,19.00
week,2019-12-09,2019-12-15,"1011","1011",1,532236,БСТ B35 П5 F1200 W12,2.00
week,2019-12-09,2019-12-15,"1023","1023",1,2009084,"Мелкозернистый бетон БСМ B15 П3,П4",142.00
week,2019-12-09,2019-12-15,"1034","1034",1,478632,Раствор кладочный М150 Пк3,11.00
week,2019-12-09,2019-12-15,"1009","1009",1,518994,"БСТ B 7,5 П3,П4",26.00
week,2019-12-09,2019-12-15,"1079","1079",1,594966,БСТ B30 П4 F1200 W10,2.00
week,2019-12-09,2019-12-15,"1002","1002",1,619045,БСТ B30 П4 F1150 W10,15.00
week,2019-12-09,2019-12-15,"1016","1016",1,45619,Фасовка,44.00
week,2019-12-09,2019-12-15,"1047","1047",1,2857200,"Мелкозернистый бетон БСМ B25 П3,П4",200.00
week,2019-12-09,2019-12-15,"1036","1036",1,796125,БСТ B50 П5 F1300 W18,25.00
week,2019-12-09,2019-12-15,"1040","1040",1,630968,БСТ B40 П5 F1300 W14,4.00
week,2019-12-09,2019-12-15,"1096","1096",1,799712,БСТ B45 П5 F1300 W16,34.00
week,2019-12-09,2019-12-15,"1008","1008",1,711756,Пусковая смесь,2.00
week,2019-12-09,2019-12-15,"1057","1057",1,650760,Раствор кладочный М100 Пк3,45.00
week,2019-12-09,2019-12-15,"1074","1074",1,837855,БСТ B60 П5 F1300 W20,29.00
week,2019-12-09,2019-12-15,"1071","1071",1,638700,"Мелкозернистый бетон БСМ B 7,5 П3,П4",50.00
week,2019-12-09,2019-12-15,"1066","1066",1,630184,"Мелкозернистый бетон БСМ B 7,5 П3,П4",48.00
week,2019-12-09,2019-12-15,"1035","1035",1,453474,Раствор М100 Пк3,22.00
week,2019-12-09,2019-12-15,"1024","1024",1,614952,Раствор М150 Пк3,46.00
week,2019-12-09,2019-12-15,"1078","1078",1,892437,БСТ B35 П5 F1300 W12,47.00
